Question ID,Sentence Position,Answer,QANTA Scores,IR_Wiki Scores,Question Text
159052,0,john_quincy_adams,"james_monroe:0.162410979537, john_quincy_adams:0.161025528728, andrew_jackson:0.0834373084794, john_adams:0.0623843743608, hartford_convention:0.049393357395, aaron_burr:0.0290553905905, embargo_act_of_1807:0.026467853588, maine:0.0260609333632, daniel_webster:0.0207524492602, whig_party_(united_states):0.0152096010805, john_wycliffe:0.0148495141268, battle_of_hastings:0.0138577405987, henry_clay:0.0122528039811, john_tyler:0.0117996688187, council_of_constance:0.0115832538914, fugitive_slave_laws:0.0108227717574, missouri_compromise:0.0102253809998, battle_of_plassey:0.00991552682542, thomas_jefferson:0.00979959931934, treaty_of_waitangi:0.00910433552821","hartford_convention:4.32639745192, john_quincy_adams:4.14343025437, thomas_jefferson:3.74220679253, franklin_pierce:3.56744636286, louisiana_purchase:3.32278937756, aaron_burr:3.18080793354, james_monroe:3.11816619758, daniel_webster:3.07353233279, alexander_hamilton:2.90380517422, james_a._garfield:2.78238900154, samuel_adams:2.71958465941, john_adams:2.65545727391, thaddeus_stevens:2.51911845922, john_marshall:2.49403957593, john_sherman:2.42752257713, calvin_coolidge:2.3979701046, grover_cleveland:2.38599493337, james_buchanan:2.32114503706, huey_long:2.22604653579, shays'_rebellion:2.20033279403",he was the only federalist senator from new england to vote for the louisiana_purchase and his vote for jefferson 's embargo act prompted the outraged massachusetts legislature to immediately elect a replacement.
107861,0,jamaica,"portugal:0.367108686733, henry_hudson:0.0560015290357, ferdinand_magellan:0.0289920522816, francisco_pizarro:0.027431160259, cecil_rhodes:0.0225238827371, christopher_columbus:0.0224596416109, jamaica:0.0211850639963, john_wycliffe:0.0186628828275, amerigo_vespucci:0.0162528150909, cherokee:0.0133955270192, john_cabot:0.013052087533, girolamo_savonarola:0.0105770988809, hyksos:0.0104909656575, julius_nyerere:0.00919988773684, thebes,_greece:0.00800274204475, ethiopia:0.00755127778631, napoleon_iii:0.0074628775128, battle_of_ayacucho:0.00674690105498, battle_of_bannockburn:0.00672418074098, benito_mussolini:0.0061351894927","inca_empire:3.91510512799, hernando_de_soto:3.18904509234, francisco_pizarro:2.62385079858, ivan_the_terrible:2.58841030831, hadrian:2.52419893076, amelia_earhart:2.38987807379, cyrus_the_great:2.34302135523, thomas_paine:2.29612136723, roger_williams_(theologian):2.25814527785, nero:2.21943021829, jamaica:2.19910924711, mali_empire:2.17378230625, portugal:2.16759670622, pancho_villa:2.15209932351, emiliano_zapata:2.0055474152, war_of_the_spanish_succession:1.93604797022, charlemagne:1.93105164058, treaty_of_waitangi:1.92845100083, han_dynasty:1.81189428689, oliver_cromwell:1.80196920416",its original colonial capital villa de la vega was burned during the english conquest.
181817,1,rutherford_b._hayes,"benjamin_harrison:0.123610520321, rutherford_b._hayes:0.0600658527699, william_mckinley:0.0424399615877, william_jennings_bryan:0.0359807500722, william_tecumseh_sherman:0.0317051949947, chester_a._arthur:0.0215944515602, harry_s._truman:0.0212529969978, ronald_reagan:0.0162806086257, william_howard_taft:0.0158832764945, franklin_pierce:0.0144827333035, george_h._pendleton:0.012121923755, james_buchanan:0.0119912672976, john_sherman:0.0114552533252, henry_cabot_lodge:0.0113525725007, john_quincy_adams:0.0103559365966, joseph_mccarthy:0.00904278400889, jefferson_davis:0.00836547817513, eugene_v._debs:0.00779446747327, woodrow_wilson:0.00763238270198, grover_cleveland:0.00730355079767","rutherford_b._hayes:3.29276678705, james_a._garfield:3.2013729523, benjamin_harrison:2.95229665556, chester_a._arthur:2.84079032773, grover_cleveland:2.6314469268, ulysses_s._grant:2.62553643941, george_wallace:2.56034796714, james_g._blaine:2.54340953403, william_mckinley:2.47098879058, harry_s._truman:2.35088726208, john_tyler:2.34904400892, john_sherman:2.32867647749, warren_g._harding:2.1812797588, ronald_reagan:1.9517223578, william_howard_taft:1.93449204567, woodrow_wilson:1.87865481868, herbert_hoover:1.87227492971, calvin_coolidge:1.87141970972, thaddeus_stevens:1.86772327424, barry_goldwater:1.86034503048",this first u.s. president to take the oath of office inside the white_house is the only american to have a paraguayan department named for him thanks to mediation efforts following the war of the triple alliance. wounded five times during the civil war this harvard-educated lawyer bested james blaine for the republican nomination.
144731,0,george_wallace,"james_buchanan:0.164276001399, millard_fillmore:0.0828153318359, lewis_cass:0.0669226177284, franklin_pierce:0.0661121742498, calvin_coolidge:0.0396789556278, zachary_taylor:0.0294318699592, robert_walpole:0.0261502257084, william_jennings_bryan:0.0225965781047, xyz_affair:0.0192175398193, james_k._polk:0.0161926669624, spiro_agnew:0.0137187835361, ghana:0.0122725099975, battle_of_trafalgar:0.011811634469, eugene_v._debs:0.0114918110736, barry_goldwater:0.0114707299632, george_wallace:0.0113728404617, alexander_h._stephens:0.010998779668, war_of_the_spanish_succession:0.0107397685595, john_paul_jones:0.0102869833774, james_a._garfield:0.00952273954152","george_wallace:5.9408000959, barry_goldwater:3.70548673268, herbert_hoover:3.53234581371, jimmy_carter:3.5079485392, hubert_humphrey:3.42899427551, calvin_coolidge:2.93404023754, paraguay:2.73301868101, indira_gandhi:2.64207262143, millard_fillmore:2.63457596439, margaret_thatcher:2.60093495484, john_tyler:2.55500178162, huey_long:2.54519261565, franklin_pierce:2.48695835911, adlai_stevenson_ii:2.40952340171, walter_mondale:2.37346684308, konrad_adenauer:2.36623761674, spiro_agnew:2.28119660039, grover_cleveland:2.25080805611, ronald_reagan:2.23554058644, harry_s._truman:2.18245176192",he polled 21 percent two months before the election but support fell after running mate curtis_lemay began stressing the utility of nuclear war.
144731,1,george_wallace,"millard_fillmore:0.0985341674602, franklin_pierce:0.0492530845106, william_howard_taft:0.0322041068941, george_wallace:0.0298170294476, john_adams:0.0254082533042, xyz_affair:0.021024794215, robert_walpole:0.0176602342634, free_soil_party:0.0169028464551, lewis_cass:0.0129960934251, william_jennings_bryan:0.0122162553862, lester_b._pearson:0.0118419108861, alien_and_sedition_acts:0.0115178256805, zachary_taylor:0.0110850355783, george_h._pendleton:0.0098699713668, james_k._polk:0.00973913834097, nelson_mandela:0.00973171760839, walter_mondale:0.00936235931432, harry_s._truman:0.00918177604647, calvin_coolidge:0.00915732340057, barry_goldwater:0.00909184342963","george_wallace:4.78623223756, barry_goldwater:3.50798522899, hubert_humphrey:3.38259644193, herbert_hoover:2.86701689134, franklin_pierce:2.75968972819, jimmy_carter:2.6356085891, ronald_reagan:2.51982472206, huey_long:2.44013609571, john_tyler:2.34659239038, calvin_coolidge:2.33190536911, konrad_adenauer:2.23765081156, indira_gandhi:2.18490306211, paraguay:2.15825782812, joseph_mccarthy:2.017337273, charles_de_gaulle:1.97478214006, gamal_abdel_nasser:1.93679616988, margaret_thatcher:1.90439465599, spiro_agnew:1.87180378407, millard_fillmore:1.86119394556, tammany_hall:1.84867488319",he polled 21 percent two months before the election but support fell after running mate curtis_lemay began stressing the utility of nuclear war. his candidacy was promoted by the american independent party which was so loosely organized that it appeared under six different names on the 1968 ballots.
107868,0,prague_spring,"porfirio_diaz:0.103590633573, ostend_manifesto:0.0368896029371, clarence_darrow:0.0290272759923, charles_de_gaulle:0.0267702132551, spanish_civil_war:0.0237256958516, manifest_destiny:0.0225084415106, battle_of_austerlitz:0.0221838358863, oregon_trail:0.0207019799879, triangle_shirtwaist_factory_fire:0.0190988913019, umayyad_caliphate:0.0163762035839, mali_empire:0.014441748471, battle_of_ayacucho:0.0144316402666, great_northern_war:0.0142415660686, ethan_allen:0.0134589001669, black_hawk_war:0.0104831310544, george_meade:0.00963857787384, benjamin_disraeli:0.00915103377615, anti-masonic_party:0.0085027292324, maginot_line:0.00826694096139, greenback_party:0.00813312209843","prague_spring:7.66672055348, teapot_dome_scandal:4.64054098015, shays'_rebellion:4.64054098015, pepin_the_short:4.64054098015, jamaica:4.64054098015, jacques_cartier:3.87123816028, nagasaki:3.53359985338, finland:3.53359985338, alexander_ii_of_russia:2.89218989612, henry_the_navigator:2.8827963957, benjamin_disraeli:2.8827963957, muhammad:2.34332338557, benito_mussolini:2.3122958045, maine:2.17459997463, labour_party_(uk):2.10642257503, william_lloyd_garrison:2.07643735746, peterloo_massacre:2.07643735746, tokugawa_shogunate:1.96708166421, louis_riel:1.96708166421, francisco_i._madero:1.96708166421",novels that describe this describe this event include the liberators by viktor suvorov and professional foul and rock 'n' roll.
184788,0,chandragupta_maurya,"hannibal:0.0270516861635, tang_dynasty:0.0153592135747, treaty_of_tordesillas:0.0144189362385, jawaharlal_nehru:0.0139487988778, john_tyler:0.0136982110562, marcus_licinius_crassus:0.0130304362271, sparta:0.011277949751, william_howard_taft:0.0105948982589, plessy_v._ferguson:0.0105480287105, salvador_allende:0.0102506709893, charles_stewart_parnell:0.0102188472931, cyrus_the_great:0.00991738505167, tecumseh:0.0093711285378, leonid_brezhnev:0.00933896815345, nikita_khrushchev:0.00918894005818, douglas_macarthur:0.00821615225619, cultural_revolution:0.00781003357662, maximilien_de_robespierre:0.00740708562066, robert_walpole:0.00738737010144, paraguay:0.00736652559358","zebulon_pike:-1.0, zachary_taylor:-1.0, yuan_dynasty:-1.0, xyz_affair:-1.0, wounded_knee_massacre:-1.0, woodrow_wilson:-1.0, winston_churchill:-1.0, wilmot_proviso:-1.0, william_walker_(filibuster):-1.0, william_the_conqueror:-1.0, william_tecumseh_sherman:-1.0, william_penn:-1.0, william_mckinley:-1.0, william_lloyd_garrison:-1.0, william_jennings_bryan:-1.0, william_howard_taft:-1.0, william_henry_harrison:-1.0, william_h._seward:-1.0, william_ewart_gladstone:-1.0, whiskey_ring:-1.0",this great-great-grandfather of dasaratha is the subject of the mudrarakhasa.
111998,0,mapp_v._ohio,"james_buchanan:0.0724672816519, missouri_compromise:0.0537215399323, mapp_v._ohio:0.048644955073, george_b._mcclellan:0.0452078437792, kulturkampf:0.0394100173199, plessy_v._ferguson:0.0388927856217, john_sherman:0.0263423480797, battle_of_blenheim:0.0224560103239, rutherford_b._hayes:0.021943191664, schenck_v._united_states:0.0164085669604, samuel_gompers:0.0162710198906, treaty_of_ghent:0.0160007758924, compromise_of_1850:0.0153889913859, whig_party_(united_states):0.0146314170499, finland:0.0142994022595, henry_clay:0.0128982938189, john_quincy_adams:0.0125341953272, francisco_franco:0.0122101810122, fugitive_slave_laws:0.0121082155356, battle_of_shiloh:0.0115664336503","louis_brandeis:4.55143779281, john_marshall:3.83836238138, rutherford_b._hayes:3.77036987619, charles_evans_hughes:3.35094928847, roger_b._taney:2.83146977901, plessy_v._ferguson:2.68556039832, daniel_webster:2.67218717946, james_a._garfield:2.39184034503, earl_warren:2.36696082397, league_of_nations:2.31100972001, konrad_adenauer:2.30680783657, john_jay:2.22025929042, william_howard_taft:2.17827002491, thomas_jefferson:2.12315579545, salmon_p._chase:2.08876081719, benjamin_harrison:1.99859704082, aaron_burr:1.98885761938, trent_affair:1.97955525224, woodrow_wilson:1.90105990685, eugene_v._debs:1.80029738586",justice harlan wrote the dissenting opinion in this case claiming that a proper balance between state and federal responsibility needed to be preserved.
122250,0,muhammad_ali_jinnah,"william_jennings_bryan:0.147383666605, league_of_nations:0.0866190115587, october_manifesto:0.044714320977, charles_evans_hughes:0.0276532340266, william_tecumseh_sherman:0.024349495266, ostend_manifesto:0.0229114005006, franklin_pierce:0.020244076701, pierre_trudeau:0.0180367122052, muhammad_ali_jinnah:0.0161265299357, first_crusade:0.0158695560639, warren_g._harding:0.0153383273106, john_sherman:0.0139059775535, provisions_of_oxford:0.013169806329, samuel_gompers:0.0121604679442, seneca_falls_convention:0.0121104610924, harry_s._truman:0.0120850780547, mikhail_gorbachev:0.0119697993815, woodrow_wilson:0.0107084647146, james_a._garfield:0.0106571069676, adlai_stevenson_ii:0.00859424408381","woodrow_wilson:6.37719742837, fourteen_points:4.20268495468, georges_clemenceau:4.10034571826, henry_cabot_lodge:3.99555734131, louis_brandeis:3.03381311634, warren_g._harding:2.86659932349, herbert_hoover:2.71839951683, alexander_hamilton:2.50189478619, brian_mulroney:2.49717180431, monroe_doctrine:2.37257032005, ronald_reagan:2.16701293466, emiliano_zapata:2.09905412226, treaty_of_brest-litovsk:2.08920298388, charles_evans_hughes:1.97158249193, james_a._garfield:1.89462812333, manifest_destiny:1.87170669856, pancho_villa:1.86971313694, harry_s._truman:1.75243383591, william_howard_taft:1.75109637421, muhammad_ali_jinnah:1.74802259033",he 's not woodrow_wilson but this man issued a document called the fourteen_points which listed positions on which he could not compromise.
122250,1,muhammad_ali_jinnah,"charles_evans_hughes:0.023696610385, julius_nyerere:0.0231941587174, muhammad_ali_jinnah:0.0229362442327, william_jennings_bryan:0.0221791704221, league_of_nations:0.0220160436893, alexander_ii_of_russia:0.0218104054661, mikhail_gorbachev:0.0194535607613, william_tecumseh_sherman:0.0191629340971, thaddeus_stevens:0.0182396022475, october_manifesto:0.0171528684217, samuel_gompers:0.0126294406602, john_sherman:0.012190790118, franklin_pierce:0.0121388016281, harry_s._truman:0.010633449197, henry_cabot_lodge:0.0105120285244, woodrow_wilson:0.0102956998752, warren_g._harding:0.0101686178645, first_crusade:0.0101075826369, cultural_revolution:0.00954923047884, seneca_falls_convention:0.00935806874628","woodrow_wilson:5.30377116433, georges_clemenceau:3.96818489791, james_a._garfield:2.81478050146, henry_cabot_lodge:2.79961858573, pancho_villa:2.69278425435, fourteen_points:2.56761188818, herbert_hoover:2.45890773055, warren_g._harding:2.25666849794, cultural_revolution:2.24537093125, louis_brandeis:2.23546309944, ronald_reagan:2.22836100218, brian_mulroney:2.17928200777, benito_mussolini:2.14166380732, alexander_hamilton:2.02738746868, emiliano_zapata:1.98910720967, francisco_i._madero:1.96278556605, william_h._seward:1.86773845341, leon_trotsky:1.85584619252, peterloo_massacre:1.8058900025, john_sherman:1.79554548809",he 's not woodrow_wilson but this man issued a document called the fourteen_points which listed positions on which he could not compromise. this man survived an assassination attempt by a radical group called the khaksars.
122250,2,muhammad_ali_jinnah,"julius_nyerere:0.020112755469, thaddeus_stevens:0.0182697227894, alexander_ii_of_russia:0.0172620571295, mikhail_gorbachev:0.0127768953648, seneca_falls_convention:0.0121634534351, william_jennings_bryan:0.0114681887479, henry_cabot_lodge:0.0109309540907, first_crusade:0.0101903367908, william_tecumseh_sherman:0.0100951327447, muhammad_ali_jinnah:0.00952087885182, john_sherman:0.00951500080098, nikita_khrushchev:0.0094706023023, charles_evans_hughes:0.00925947703381, warren_g._harding:0.00921988001877, leonid_brezhnev:0.00884313304391, samuel_gompers:0.00801088188616, adlai_stevenson_ii:0.00794476545702, franklin_pierce:0.00728907652577, mark_antony:0.00683798746227, harry_s._truman:0.00681689155592","woodrow_wilson:5.54587717287, georges_clemenceau:3.84859115017, james_a._garfield:2.73623353304, muhammad_ali_jinnah:2.6860733173, louis_brandeis:2.49739234679, henry_cabot_lodge:2.42689722688, pancho_villa:2.32593434482, leon_trotsky:2.28813746465, herbert_hoover:2.2721832312, ronald_reagan:2.25733449239, warren_g._harding:2.24402584787, fourteen_points:2.20908921352, league_of_nations:2.12660310257, benito_mussolini:2.09545729326, emiliano_zapata:1.99203231818, cultural_revolution:1.90476171625, brian_mulroney:1.84235171329, william_h._seward:1.83087584462, peterloo_massacre:1.74630418352, monroe_doctrine:1.73647353192",he 's not woodrow_wilson but this man issued a document called the fourteen_points which listed positions on which he could not compromise. this man survived an assassination attempt by a radical group called the khaksars. this man 's activism led to the demarcation of the radcliffe line.
122250,3,muhammad_ali_jinnah,"julius_nyerere:0.0227170676204, mikhail_gorbachev:0.016453394713, nikita_khrushchev:0.0148311793172, thaddeus_stevens:0.011346276563, alexander_ii_of_russia:0.0110784696038, adlai_stevenson_ii:0.010464410725, gamal_abdel_nasser:0.00989228759324, henry_cabot_lodge:0.00938489614833, william_jennings_bryan:0.00929704262505, mark_antony:0.00894970671704, muhammad_ali_jinnah:0.00873447587662, seneca_falls_convention:0.00843807323375, william_tecumseh_sherman:0.00822575326397, leonid_brezhnev:0.00774477744597, samuel_gompers:0.0075587535131, fidel_castro:0.00751448689879, salvador_allende:0.00707524132691, first_crusade:0.00698545829848, charles_de_gaulle:0.00681749930993, charles_evans_hughes:0.00638270589611","woodrow_wilson:4.92158165506, muhammad_ali_jinnah:3.76590507345, georges_clemenceau:3.54193850213, pancho_villa:2.45290492119, benito_mussolini:2.33733597831, james_a._garfield:2.32227971659, brian_mulroney:2.23382123585, league_of_nations:2.19602981325, warren_g._harding:2.12966934097, herbert_hoover:2.03285906355, cultural_revolution:2.02455375001, emiliano_zapata:2.01341121329, henry_cabot_lodge:2.00720287223, fidel_castro:1.96430301429, ronald_reagan:1.95846804793, charles_de_gaulle:1.92511337327, louis_brandeis:1.86226908142, leon_trotsky:1.76862214222, thaddeus_stevens:1.73481105491, fourteen_points:1.5745146825",he 's not woodrow_wilson but this man issued a document called the fourteen_points which listed positions on which he could not compromise. this man survived an assassination attempt by a radical group called the khaksars. this man 's activism led to the demarcation of the radcliffe line. as leader this man unsuccessfully attempted to make junagadh province an exclave of his country.
102750,0,treaty_of_tordesillas,"charles_de_gaulle:0.0847196635415, cherokee:0.0699980814823, war_of_devolution:0.0354635848807, claudius:0.0334420442727, treaty_of_tordesillas:0.026945607718, battle_of_salamis:0.0203180726071, thomas_hart_benton_(politician):0.01957464434, charlemagne:0.0152329609888, lewis_cass:0.0146013473889, mali_empire:0.0139776072999, treaty_of_waitangi:0.0134335996285, pierre_trudeau:0.01209933924, peloponnesian_war:0.0117023070852, schenck_v._united_states:0.0113135258826, ostend_manifesto:0.0102371142509, william_jennings_bryan:0.0100623109061, martin_van_buren:0.00959618026028, jacquerie:0.00830805103548, kulturkampf:0.00830225720025, chester_a._arthur:0.00810665440233","treaty_of_tordesillas:4.21576267908, alfred_the_great:3.86544671056, mikhail_gorbachev:2.91043256138, huldrych_zwingli:2.82261250568, council_of_trent:2.80558393243, benjamin_disraeli:2.74085978551, eleanor_of_aquitaine:2.56057057206, alexander_ii_of_russia:2.44998613855, napoleon_iii:2.38852532884, henry_vii_of_england:2.37160347614, st._bartholomew's_day_massacre:2.36582108765, vasco_da_gama:2.05409261798, edict_of_nantes:1.96996868664, leon_trotsky:1.93786561699, louis_riel:1.90406481165, martin_luther:1.89594346779, barry_goldwater:1.89150157299, john_wycliffe:1.86040566015, mary,_queen_of_scots:1.86003459652, ethiopia:1.77022434506",the cantino planisphere depicts the results of this treaty which was sanctioned by pope_julius_ii twelve years after its signing.
107929,0,taiping_rebellion,"homestead_strike:0.0244680251559, battle_of_hastings:0.0235331925823, july_revolution:0.0192547347365, atahualpa:0.0181447782731, stephen_a._douglas:0.0168818270997, taiping_rebellion:0.0164754616059, battle_of_antietam:0.0163512230085, inca_empire:0.0155995601633, second_bank_of_the_united_states:0.0153977133664, alfred_dreyfus:0.0147250309675, battle_of_austerlitz:0.0139501096815, cherokee:0.0138307599832, solon:0.0118885707231, marcus_licinius_crassus:0.0113387697921, ambrose_burnside:0.0107456728226, henry_l._stimson:0.0107305440058, horace_greeley:0.0102235794797, ferdinand_magellan:0.00849025658069, battle_of_actium:0.00847818807225, council_of_trent:0.00846720412909","ming_dynasty:4.15306248844, han_dynasty:3.32428763683, woodrow_wilson:2.56742038357, alexander_hamilton:2.45294167216, thomas_jefferson:2.3741921191, cultural_revolution:2.34194783242, george_b._mcclellan:2.3378625192, caligula:2.26598284055, muhammad:2.23804908258, portugal:2.04105748933, william_tecumseh_sherman:2.03113239757, martin_luther:2.01472132069, paris_commune:2.00138327986, battle_of_marathon:1.99593772424, tang_dynasty:1.95057572, charlemagne:1.93959268622, shaka:1.87268758061, benito_juarez:1.87268758061, huldrych_zwingli:1.76497307222, john_marshall:1.74054218047",it attempted to implement such changes as the banning of private property and the shift to a solar calendar and one theory holds that the game of mah-jongg was created during it by bored army officers.
107934,0,martin_van_buren,"thomas_jefferson:0.268367089682, james_monroe:0.141926199896, john_quincy_adams:0.0941010882245, andrew_jackson:0.0532593170645, grover_cleveland:0.0484182469989, maine:0.0232590139522, sam_houston:0.017532902311, george_washington:0.0122872996126, james_g._blaine:0.0107083510338, henry_morton_stanley:0.0105312864381, martin_luther:0.00960011384453, elizabeth_cady_stanton:0.00702107166868, samuel_adams:0.00566099250496, golden_horde:0.00556545654287, john_foster_dulles:0.00530515371212, congress_of_vienna:0.00507606979738, james_k._polk:0.00450189113618, aaron_burr:0.00439871719867, benjamin_harrison:0.00439464086711, charles_martel:0.00438689438566","aaron_burr:3.23529821203, william_mckinley:3.12751254073, samuel_gompers:3.12751254073, green_mountain_boys:2.8500152968, elizabeth_cady_stanton:2.8500152968, james_g._blaine:2.68572814107, john_tyler:2.66598879973, john_jay:2.59141870761, eleanor_roosevelt:2.48168754075, whiskey_ring:2.31515590257, tammany_hall:2.31515590257, calvin_coolidge:2.31369147803, benedict_arnold:2.22003851307, ethan_allen:2.17105387248, james_monroe:2.16191634757, jamaica:2.15332827144, pontiac_(person):2.12122696834, james_k._polk:2.12122696834, louisiana_purchase:2.0417029274, fugitive_slave_laws:2.0417029274",nathanial pitcher preceded this man as the governor of his homestate and edward livingston succeeded him as speaker of the house.
107934,1,martin_van_buren,"william_h._seward:0.0927609277858, andrew_jackson:0.0409610381994, martin_van_buren:0.027940270132, whig_party_(united_states):0.0273746662359, anti-masonic_party:0.0261236687634, thomas_jefferson:0.0235639897299, millard_fillmore:0.0180804304845, horace_greeley:0.0146124641443, grover_cleveland:0.0128522477722, compromise_of_1850:0.0124968857172, akbar:0.0121767000901, oliver_cromwell:0.0109427881051, camillo_benso,_count_of_cavour:0.0105281073286, john_quincy_adams:0.0103099505575, congress_of_vienna:0.010174538706, john_tyler:0.00974724140029, james_k._polk:0.00831565887721, robert_walpole:0.00825606364128, francisco_franco:0.00750595669709, diocletian:0.00731853355607","chester_a._arthur:2.8712274137, anti-masonic_party:2.84050121305, trent_affair:2.6516372262, martin_van_buren:2.63737230331, alexander_hamilton:2.58395939177, john_tyler:2.43927161051, aaron_burr:2.37014226999, ulysses_s._grant:2.30163066331, william_mckinley:2.22111017144, james_a._garfield:2.09297348999, thomas_jefferson:2.01453821795, millard_fillmore:1.9711341937, john_sherman:1.95952859798, warren_g._harding:1.91288688195, charles_stewart_parnell:1.90756179004, grover_cleveland:1.90264097431, james_g._blaine:1.90206842536, calvin_coolidge:1.87726322519, george_washington:1.84478341153, john_quincy_adams:1.84335786968",nathanial pitcher preceded this man as the governor of his homestate and edward livingston succeeded him as speaker of the house. he split his party on the idea of an independent treasury and this man was a member of a body thurlow weed said possessed so much power and used it so well the albany regency.
157099,0,battle_of_antietam,"battle_of_chancellorsville:0.213834664833, battle_of_antietam:0.199165951664, battle_of_zama:0.0894814066582, ambrose_burnside:0.0478182301691, battle_of_hastings:0.0459953722438, battle_of_bunker_hill:0.0415164288339, kulturkampf:0.027106805993, great_northern_war:0.02201266989, battle_of_kings_mountain:0.0207753110504, battle_of_austerlitz:0.0188875175121, battle_of_bosworth_field:0.0165641719958, first_battle_of_bull_run:0.0134258774556, battle_of_caporetto:0.0122843336074, battle_of_lepanto:0.010723340862, battle_of_trenton:0.010264539871, charlemagne:0.00998164800788, battle_of_gettysburg:0.00996760555331, ulysses_s._grant:0.00837102467841, wounded_knee_massacre:0.00700668166716, night_of_the_long_knives:0.00690540784571","battle_of_gettysburg:3.61491321556, battle_of_antietam:3.60766439321, platt_amendment:3.46886011326, battle_of_chancellorsville:3.46886011326, battle_of_bunker_hill:3.35125145025, first_battle_of_bull_run:3.09507607498, clayton_antitrust_act:3.09507607498, clara_barton:2.84972617471, battle_of_shiloh:2.84972617471, battle_of_blenheim:2.75286558992, battle_of_culloden:2.73302024268, battle_of_plassey:2.71237023651, battle_of_austerlitz:2.5215575508, battle_of_salamis:2.48692734762, arthur_wellesley,_1st_duke_of_wellington:2.45172403086, battle_of_the_bulge:2.37382079123, battle_of_the_little_bighorn:2.35208251998, suez_crisis:2.34533747571, ulysses_s._grant:2.3270457343, battle_of_tannenberg:2.2512474443",the morning began with an attack on robert_e _ lee 's left flank that produced heavy casualties but no real advantage.
183538,0,battle_of_salamis,"battle_of_bosworth_field:0.105467731739, battle_of_plassey:0.0765715357709, hannibal:0.0561561968439, tecumseh:0.0490530264275, battle_of_culloden:0.0335918672653, battle_of_hastings:0.0278611974816, alexander_ii_of_russia:0.0273762672831, battle_of_austerlitz:0.0219986742522, atahualpa:0.0190156961547, battle_of_kings_mountain:0.0174641905123, battle_of_actium:0.0163293330842, tokugawa_ieyasu:0.0146963625432, arthur_wellesley,_1st_duke_of_wellington:0.011063607757, chiang_kai-shek:0.0109676837975, battle_of_zama:0.0106971317641, edward_the_confessor:0.0104634565439, battle_of_gettysburg:0.00985829507235, charlemagne:0.00970734780346, yuan_dynasty:0.00951698888269, william_the_conqueror:0.00929824508742","darius_i:3.56178143536, arthur_wellesley,_1st_duke_of_wellington:2.89385102324, hannibal:2.85518112051, battle_of_salamis:2.30972115503, george_washington:2.2869730712, benito_mussolini:2.14578189821, genghis_khan:2.07488065651, war_of_the_spanish_succession:2.07254275477, george_armstrong_custer:2.03528285037, tecumseh:2.03462830425, francis_drake:2.00030628567, benedict_arnold:1.9803439401, charlemagne:1.92797044612, alfred_the_great:1.91757190088, franklin_pierce:1.91260301869, battle_of_bosworth_field:1.878403249, vasco_da_gama:1.85065993529, shaka:1.82468941366, benito_juarez:1.82468941366, george_b._mcclellan:1.81439536851",this battle claimed the life of the losing commander 's brother ariabignes.
183538,1,battle_of_salamis,"battle_of_bosworth_field:0.0870843455507, battle_of_salamis:0.0483639404906, battle_of_plassey:0.0440350175785, hannibal:0.0395111776033, battle_of_blenheim:0.0354018412589, battle_of_zama:0.0306765968483, battle_of_kings_mountain:0.0301596957875, edward_the_confessor:0.0207977435985, battle_of_lepanto:0.0189599878281, battle_of_austerlitz:0.0181486407043, battle_of_actium:0.0166294079009, battle_of_shiloh:0.0161857686982, battle_of_culloden:0.0154258853045, war_of_the_spanish_succession:0.0144404118845, mary,_queen_of_scots:0.0141121418454, arthur_wellesley,_1st_duke_of_wellington:0.0121948216881, francis_drake:0.0112323631726, battle_of_agincourt:0.0104612980393, horatio_gates:0.00992311865394, peter_the_great:0.00944104687574","battle_of_salamis:5.55639858428, arthur_wellesley,_1st_duke_of_wellington:2.47066518729, darius_i:2.38251301661, war_of_the_austrian_succession:2.22064704018, genghis_khan:2.21871908077, war_of_the_spanish_succession:2.19793658913, battle_of_bosworth_field:2.09858060026, hannibal:2.09603485792, maria_theresa:2.09018099448, winston_churchill:2.00471310301, battle_of_kings_mountain:1.99791950132, napoleon_iii:1.97601440028, alfred_the_great:1.82959116584, benito_mussolini:1.81821784055, benedict_arnold:1.76990424332, francisco_pizarro:1.69465728139, george_armstrong_custer:1.68796128161, mark_antony:1.63731115612, henry_i_of_england:1.62398624138, battle_of_blenheim:1.62246767885",this battle claimed the life of the losing commander 's brother ariabignes. before it began queen artemisia was confident in the surrender of the eventual victors.
