Question ID,Question Text,QANTA Scores,Answer,Sentence Position,IR_Wiki Scores,category
165897,at age 22 he became the youngest captain in the spanish army. he later quelled a revolt of asturian miners but after the victory of the radicals in the parliamentary elections he was sent to a minor command in the canary_islands. this led to a military revolt which he commanded and he stayed in power until his 1975 death.,"francisco_franco:0.0383488577287, darius_i:0.0339117897969, emilio_aguinaldo:0.0292269833228, napoleon_iii:0.0279374562663, ming_dynasty:0.0232362744409, benito_mussolini:0.015574795308, adolf_eichmann:0.0146439416557, salvador_allende:0.0143979540973, jawaharlal_nehru:0.0136334819116, konrad_adenauer:0.0124436164471, winston_churchill:0.0122701899782, charles_martel:0.012122986672, william_henry_harrison:0.0109107827576, neville_chamberlain:0.0108177792424, ethiopia:0.0105113019132, paul_von_hindenburg:0.0103760109499, paris_commune:0.0103463270955, nero:0.0100466653589, georges_clemenceau:0.00881264371663, john_brown_(abolitionist):0.00779552750512",francisco_franco,2,"francisco_franco:5.36051506008, spanish_civil_war:2.90451663099, winston_churchill:2.49069857606, portugal:2.2714165365, ulysses_s._grant:2.26718161845, margaret_thatcher:2.25104777884, arthur_wellesley,_1st_duke_of_wellington:2.15017764323, william_mckinley:2.01638398476, seminole_wars:1.87012008905, christopher_columbus:1.82779516261, william_ewart_gladstone:1.74166516695, thirty_years'_war:1.7331170934, otto_von_bismarck:1.71489938243, hannibal:1.70054966613, eleanor_of_aquitaine:1.68364134633, ferdinand_magellan:1.66295447523, douglas_macarthur:1.62159503167, oliver_cromwell:1.57243797649, giuseppe_garibaldi:1.49660938134, wars_of_the_roses:1.47952429512",history
165897,at age 22 he became the youngest captain in the spanish army. he later quelled a revolt of asturian miners but after the victory of the radicals in the parliamentary elections he was sent to a minor command in the canary_islands. this led to a military revolt which he commanded and he stayed in power until his 1975 death. name this long-time dictator of spain.,"francisco_franco:0.0639853472986, emilio_aguinaldo:0.034485111468, darius_i:0.0221111190627, adolf_eichmann:0.0196388362961, benito_mussolini:0.019161929795, napoleon_iii:0.0188211336037, salvador_allende:0.0143067010097, ming_dynasty:0.0135624206599, jawaharlal_nehru:0.0127910089504, georges_clemenceau:0.0122892236804, winston_churchill:0.011912014393, paul_von_hindenburg:0.0103351578089, charles_martel:0.00960701511095, konrad_adenauer:0.00915624101028, william_henry_harrison:0.00895061433333, antonio_lopez_de_santa_anna:0.00877490705241, neville_chamberlain:0.00796481740763, ethiopia:0.00794967460267, john_brown_(abolitionist):0.00794582080373, mobutu_sese_seko:0.00750545319727",francisco_franco,3,"francisco_franco:5.68627680357, spanish_civil_war:2.97076758775, portugal:2.51739844908, ulysses_s._grant:2.41615547654, margaret_thatcher:2.32369660195, winston_churchill:2.26577414673, arthur_wellesley,_1st_duke_of_wellington:2.20047843636, william_mckinley:2.13378662729, francisco_pizarro:2.00483980647, seminole_wars:1.98112544435, christopher_columbus:1.97916111251, bernardo_o'higgins:1.94758613844, thirty_years'_war:1.88903704575, hannibal:1.88200451983, benito_mussolini:1.83779973577, ferdinand_magellan:1.83610644924, war_of_the_pacific:1.82387886765, eleanor_of_aquitaine:1.70232723594, emilio_aguinaldo:1.67941930373, otto_von_bismarck:1.66632530498",history
165906,this man 's first speech in parliament in 1832 supported slavery.,"john_c._calhoun:0.199549792552, compromise_of_1850:0.13320498011, benjamin_disraeli:0.0984396471859, charles_stewart_parnell:0.0709133375803, jefferson_davis:0.0396069887963, lewis_cass:0.039320926355, alexander_h._stephens:0.0221137132158, thomas_hart_benton_(politician):0.0154972085645, stephen_a._douglas:0.0126710030743, second_bank_of_the_united_states:0.0119409931132, seminole_wars:0.00976077648837, victoria_woodhull:0.00953208413964, luddite:0.00917525546642, james_buchanan:0.00917130844272, muhammad_ali_jinnah:0.00904886740449, roger_b._taney:0.00897663200362, daniel_webster:0.00855192181588, thomas_jefferson:0.00654276593009, benito_mussolini:0.00586732596785, henry_vii_of_england:0.0056394032599",william_ewart_gladstone,0,"john_c._calhoun:2.858765593, william_ewart_gladstone:2.79152673156, benjamin_disraeli:2.6499894407, john_tyler:2.5928186441, alexander_h._stephens:2.55768481267, zachary_taylor:2.51018922479, peace_of_westphalia:2.49170939409, giuseppe_garibaldi:2.49170939409, samuel_j._tilden:2.48509941892, daniel_webster:2.48509941892, frederick_douglass:2.37239814946, wilmot_proviso:2.35228703903, john_adams:2.34311205561, martin_van_buren:2.28523969424, william_h._seward:2.27402108998, sam_houston:2.24779460491, franklin_pierce:2.23307363033, thaddeus_stevens:2.18765045527, millard_fillmore:2.1037549233, henry_clay:2.09588309855",history
165906,this man 's first speech in parliament in 1832 supported slavery. after 1850 he led the peelites and was chancellor of the exchequer in the earl of aberdeen 's government.,"william_ewart_gladstone:0.123619741036, benjamin_disraeli:0.0805747286537, john_c._calhoun:0.0589461872925, henry_vii_of_england:0.0279355730847, alexander_h._stephens:0.0237274720824, robert_walpole:0.0193977155438, maximilien_de_robespierre:0.019026321269, jefferson_davis:0.0186837463163, charles_stewart_parnell:0.0158202941634, opium_wars:0.0112984999063, dorr_rebellion:0.0104754566826, whiskey_ring:0.00997902060042, david_lloyd_george:0.00993349371282, winston_churchill:0.0097282131256, john_brown_(abolitionist):0.00963555052663, ostend_manifesto:0.00942832425881, second_bank_of_the_united_states:0.00937871353961, elizabeth_cady_stanton:0.00891528105527, thomas_hart_benton_(politician):0.0081665623444, muhammad_ali_jinnah:0.00809854367539",william_ewart_gladstone,1,"william_ewart_gladstone:7.0639943184, benjamin_disraeli:5.87333676087, david_lloyd_george:3.11757728585, neville_chamberlain:3.05432292387, winston_churchill:2.81963185317, otto_von_bismarck:2.72091906061, robert_walpole:2.61233011697, henry_clay:2.46051493689, john_c._calhoun:2.29865508637, millard_fillmore:2.25640472897, henry_vii_of_england:2.19051840024, margaret_thatcher:2.17151129503, daniel_webster:2.10119677597, zachary_taylor:2.07731148416, arthur_wellesley,_1st_duke_of_wellington:2.05759652964, alexander_h._stephens:1.95902999385, gunpowder_plot:1.94452149558, crimean_war:1.91629923845, whig_party_(united_states):1.89173876818, jefferson_davis:1.87371385332",history
165906,this man 's first speech in parliament in 1832 supported slavery. after 1850 he led the peelites and was chancellor of the exchequer in the earl of aberdeen 's government. he wrote a pamphlet on turkish killings of bulgarian christians in 1876 and conducted the midlothian campaign.,"william_ewart_gladstone:0.284934897763, benjamin_disraeli:0.179458627581, john_c._calhoun:0.017822986211, david_lloyd_george:0.0170863137574, robert_walpole:0.0127713529087, muhammad_ali_jinnah:0.0101902519767, alexander_ii_of_russia:0.00896708043588, dorr_rebellion:0.00896560238584, whiskey_ring:0.00843403494962, hideki_tojo:0.00841384068251, brian_mulroney:0.00814883909751, otto_von_bismarck:0.00803864196406, alexander_h._stephens:0.00799863971164, henry_vii_of_england:0.00791325243242, oliver_cromwell:0.00710124282189, ostend_manifesto:0.00655860058334, huldrych_zwingli:0.00586338479854, opium_wars:0.00585512227069, charles_stewart_parnell:0.00566826575251, cultural_revolution:0.00554471908178",william_ewart_gladstone,2,"william_ewart_gladstone:8.09833354521, benjamin_disraeli:7.00120610438, crimean_war:3.0916386304, otto_von_bismarck:2.75503748241, porfirio_diaz:2.63101187008, congress_of_berlin:2.63101187008, winston_churchill:2.59284105719, david_lloyd_george:2.16858097952, neville_chamberlain:2.13170915939, league_of_nations:1.94282707081, daniel_webster:1.86256294359, john_brown_(abolitionist):1.78926996608, thomas_paine:1.78288569889, robert_walpole:1.72323442331, john_adams:1.69314274868, peace_of_westphalia:1.68903818239, giuseppe_garibaldi:1.68903818239, seneca_falls_convention:1.64805991293, adolf_hitler:1.5501251668, charles_stewart_parnell:1.53019230373",history
165906,this man 's first speech in parliament in 1832 supported slavery. after 1850 he led the peelites and was chancellor of the exchequer in the earl of aberdeen 's government. he wrote a pamphlet on turkish killings of bulgarian christians in 1876 and conducted the midlothian campaign. in 1885 he split the liberal party by supporting home rule.,"william_ewart_gladstone:0.249538984543, benjamin_disraeli:0.16712935527, david_lloyd_george:0.0228107898316, charles_stewart_parnell:0.0128051926975, brian_mulroney:0.0119950961484, john_c._calhoun:0.0115359616381, muhammad_ali_jinnah:0.00929254678639, robert_walpole:0.00915576273043, alexander_kerensky:0.00859287742002, oliver_cromwell:0.00844268584579, henry_vii_of_england:0.00773371883767, whiskey_ring:0.00649812287393, girolamo_savonarola:0.00619890404132, kwame_nkrumah:0.0061752004413, charles_lindbergh:0.0061477830899, hideki_tojo:0.00597920986479, clarence_darrow:0.00583872502519, samuel_adams:0.00560406986463, opium_wars:0.00517590931878, alexander_h._stephens:0.00517464370642",william_ewart_gladstone,3,"william_ewart_gladstone:7.52291054588, benjamin_disraeli:6.01676411341, david_lloyd_george:2.93963057497, charles_stewart_parnell:2.85569116298, otto_von_bismarck:2.64536485573, winston_churchill:2.60132157098, crimean_war:2.26471661122, porfirio_diaz:2.2390748991, congress_of_berlin:2.2390748991, neville_chamberlain:2.17503870651, labour_party_(uk):1.94300209049, giuseppe_garibaldi:1.92138776053, john_a._macdonald:1.83099830315, ulysses_s._grant:1.70135405012, muhammad_ali_jinnah:1.5984500514, konrad_adenauer:1.59714265499, henry_clay:1.55047882464, grover_cleveland:1.53173162769, john_tyler:1.5243795419, league_of_nations:1.48682476249",history
165906,this man 's first speech in parliament in 1832 supported slavery. after 1850 he led the peelites and was chancellor of the exchequer in the earl of aberdeen 's government. he wrote a pamphlet on turkish killings of bulgarian christians in 1876 and conducted the midlothian campaign. in 1885 he split the liberal party by supporting home rule. name this four-time prime minister an opponent of disraeli.,"benjamin_disraeli:0.257423435159, william_ewart_gladstone:0.206640969751, david_lloyd_george:0.0210382432689, brian_mulroney:0.0175247977573, charles_stewart_parnell:0.0112411087576, alexander_kerensky:0.00883523387363, robert_walpole:0.00852593772493, kwame_nkrumah:0.00785779277329, muhammad_ali_jinnah:0.00750201066207, oliver_cromwell:0.00668461641652, whiskey_ring:0.00667813021058, john_c._calhoun:0.00628702993968, clarence_darrow:0.0058970879171, margaret_thatcher:0.00582621185141, hideki_tojo:0.00580224363744, opium_wars:0.00564197193807, girolamo_savonarola:0.0054453555322, neville_chamberlain:0.00496382081391, charles_lindbergh:0.00493894432517, cultural_revolution:0.00482926756285",william_ewart_gladstone,4,"william_ewart_gladstone:7.35109338091, benjamin_disraeli:6.36059832329, david_lloyd_george:3.09734087679, otto_von_bismarck:2.82466250053, charles_stewart_parnell:2.74983807772, winston_churchill:2.61525935714, neville_chamberlain:2.52331509429, crimean_war:2.50768544188, john_a._macdonald:2.15836580162, porfirio_diaz:2.15092202413, congress_of_berlin:2.15092202413, labour_party_(uk):2.02018131353, giuseppe_garibaldi:1.90369900657, napoleon_iii:1.85115960299, georges_clemenceau:1.75292818477, alexander_ii_of_russia:1.74367272446, konrad_adenauer:1.72648678788, muhammad_ali_jinnah:1.7047103273, grover_cleveland:1.67078309642, indira_gandhi:1.66292656238",history
165908,in jones v. vanzandt this man unsuccessfully argued against the constitutionality of the fugitive slave act.,"andrew_jackson:0.140687041675, compromise_of_1850:0.0654801351089, earl_warren:0.0396957495694, daniel_webster:0.0389332967785, william_h._seward:0.0317709080428, roger_b._taney:0.0292371847618, greenback_party:0.0285717861043, homestead_strike:0.0184189059323, wilmot_proviso:0.0174409633819, sam_houston:0.0169792370908, horace_greeley:0.0169549154268, schenck_v._united_states:0.0167743848951, william_jennings_bryan:0.0165669910644, henry_clay:0.0159749628603, fidel_castro:0.0151192703219, charles_evans_hughes:0.0137614209413, dorr_rebellion:0.0135212680649, john_sherman:0.0123122754376, missouri_compromise:0.0105415899434, joseph_mccarthy:0.00884370874209",salmon_p._chase,0,"salmon_p._chase:6.77584580672, second_bank_of_the_united_states:4.00192667926, thaddeus_stevens:3.91589295922, margaret_sanger:3.47370160372, john_jay:3.47370160372, millard_fillmore:3.10486795408, seminole_wars:3.07719757376, daniel_webster:2.95363255178, charles_evans_hughes:2.88020905972, william_h._seward:2.750156379, john_brown_(abolitionist):2.72070632045, louisiana_purchase:2.69757088678, fugitive_slave_laws:2.67008611066, charles_sumner:2.64499684672, compromise_of_1850:2.55021889653, roger_b._taney:2.35013558793, james_buchanan:2.34393822755, rutherford_b._hayes:2.30989597423, franklin_pierce:2.2680622411, stephen_a._douglas:2.25616879158",history
165908,in jones v. vanzandt this man unsuccessfully argued against the constitutionality of the fugitive slave act. he was elected to the senate as a free-soiler in 1849 and six years later became the first republican governor of ohio.,"william_h._seward:0.0444338464169, john_sherman:0.0372136521719, salmon_p._chase:0.031460077762, william_jennings_bryan:0.0303796357493, william_mckinley:0.024892605547, schenck_v._united_states:0.0224912182146, millard_fillmore:0.0208684331822, wilmot_proviso:0.0178715629469, roger_b._taney:0.0172613753414, george_b._mcclellan:0.0170544620027, martin_van_buren:0.0151896249585, lester_b._pearson:0.0147026714662, charles_evans_hughes:0.0132986967483, stephen_a._douglas:0.0130818368479, george_wallace:0.0125142425444, george_h._pendleton:0.012305226502, william_henry_harrison:0.0122384836743, miguel_hidalgo_y_costilla:0.0122170495268, earl_warren:0.0116718199841, alexander_h._stephens:0.0115561483867",salmon_p._chase,1,"salmon_p._chase:5.02350990842, thaddeus_stevens:3.4732091225, millard_fillmore:3.0333727878, rutherford_b._hayes:2.90160017596, james_k._polk:2.81303979246, john_brown_(abolitionist):2.69668292327, william_h._seward:2.65941968167, stephen_a._douglas:2.63250972234, william_mckinley:2.51268828517, john_jay:2.44625343316, james_buchanan:2.36736285717, charles_evans_hughes:2.35282787089, franklin_pierce:2.26479688028, seminole_wars:2.23589364, thomas_jefferson:2.1744035417, john_quincy_adams:2.07894002107, james_a._garfield:2.07864617973, john_sherman:2.03734007001, ulysses_s._grant:2.01822393696, benjamin_harrison:1.98584166434",history
165908,in jones v. vanzandt this man unsuccessfully argued against the constitutionality of the fugitive slave act. he was elected to the senate as a free-soiler in 1849 and six years later became the first republican governor of ohio. after failing to secure the 1860 presidential nomination he was made secretary of the treasury and later succeeded roger taney.,"salmon_p._chase:0.217887741615, martin_van_buren:0.0522257618329, william_h._seward:0.050560448308, john_sherman:0.038443594087, james_buchanan:0.0252500018768, millard_fillmore:0.022930785424, william_mckinley:0.0207358306712, schenck_v._united_states:0.0132875242729, lester_b._pearson:0.0126683081726, wilmot_proviso:0.0116879224414, roger_b._taney:0.0115775890753, henry_clay:0.0115490607771, sam_houston:0.0108514736039, eugene_v._debs:0.0102541158711, charles_sumner:0.00913588154347, grover_cleveland:0.00866691819427, george_wallace:0.00857534607698, stephen_a._douglas:0.00748761889215, lewis_cass:0.00718897292324, william_jennings_bryan:0.00685364642454",salmon_p._chase,2,"salmon_p._chase:5.25219331461, james_buchanan:3.5231518218, thaddeus_stevens:3.41544300037, roger_b._taney:3.10921472414, stephen_a._douglas:2.75045828765, william_mckinley:2.7294456271, james_k._polk:2.65975452596, james_a._garfield:2.62746030451, chester_a._arthur:2.60626339343, millard_fillmore:2.60041048344, william_h._seward:2.57779859923, charles_sumner:2.55537828065, rutherford_b._hayes:2.47128897316, charles_evans_hughes:2.44487848972, john_sherman:2.39987017899, john_tyler:2.34420271911, martin_van_buren:2.33979991427, ulysses_s._grant:2.31850841044, benjamin_harrison:2.25661362754, franklin_pierce:2.17271879587",history
165908,in jones v. vanzandt this man unsuccessfully argued against the constitutionality of the fugitive slave act. he was elected to the senate as a free-soiler in 1849 and six years later became the first republican governor of ohio. after failing to secure the 1860 presidential nomination he was made secretary of the treasury and later succeeded roger taney. name this sixth chief justice.,"salmon_p._chase:0.280839617453, william_h._seward:0.0388959433059, john_sherman:0.0289071550487, millard_fillmore:0.0242615272267, martin_van_buren:0.0214560112081, william_mckinley:0.0160197467245, james_buchanan:0.0155014217345, lester_b._pearson:0.014506598269, schenck_v._united_states:0.0139470249787, roger_b._taney:0.0113843794625, henry_clay:0.0104337000118, sam_houston:0.00889483228285, george_wallace:0.00832296618891, stephen_a._douglas:0.00823069265711, wilmot_proviso:0.00775065575768, charles_sumner:0.00738943573999, eugene_v._debs:0.0072494692993, john_tyler:0.00705957388468, mapp_v._ohio:0.00655958198066, henry_cabot_lodge,_jr.:0.00628925855394",salmon_p._chase,3,"salmon_p._chase:5.43513187724, james_buchanan:3.48586976378, thaddeus_stevens:3.35979492096, roger_b._taney:3.21326651394, james_a._garfield:2.86881208503, stephen_a._douglas:2.70052441847, chester_a._arthur:2.58480611439, william_mckinley:2.58245764457, james_k._polk:2.58058665112, charles_evans_hughes:2.57685961771, rutherford_b._hayes:2.51765137224, charles_sumner:2.44299358253, john_sherman:2.37160219077, millard_fillmore:2.36919325718, william_howard_taft:2.29101655368, ulysses_s._grant:2.29062675864, benjamin_harrison:2.26757811574, john_tyler:2.25393853919, william_h._seward:2.24050643771, william_henry_harrison:2.20328823583",history
183515,this man 's opponent humorously promised to not exploit his youth and inexperience.,"millard_fillmore:0.101228899912, chiang_kai-shek:0.0671243135577, mark_antony:0.0440476544945, mao_zedong:0.0437311761941, alexander_ii_of_russia:0.0404960935483, adolf_hitler:0.0389581969598, rough_riders:0.0363079623407, tokugawa_ieyasu:0.0320962443483, stephen_a._douglas:0.0204678028567, peter_the_great:0.0196612778776, maximilien_de_robespierre:0.0125712681342, nikita_khrushchev:0.0119582418495, prague_spring:0.0111739104198, tecumseh:0.0110106230335, george_washington:0.0100336794733, atahualpa:0.0098677674579, benjamin_disraeli:0.00944998098719, emiliano_zapata:0.00846127180972, bastille:0.00846013089964, alexander_kerensky:0.00827299508309",walter_mondale,0,"walter_mondale:5.16237560541, samuel_de_champlain:5.16237560541, oda_nobunaga:5.16237560541, nagasaki:5.16237560541, finland:5.16237560541, triangle_shirtwaist_factory_fire:3.5433358964, pontiac_(person):3.5433358964, ostend_manifesto:3.5433358964, james_k._polk:3.5433358964, golden_horde:3.5433358964, atahualpa:3.5433358964, albany_congress:3.5433358964, george_washington:2.79726180306, sam_houston:2.70831470158, ronald_reagan:2.70831470158, wars_of_the_roses:2.34045951837, battle_of_hastings:2.34045951837, william_jennings_bryan:1.72012589934, pedro_alvares_cabral:1.72012589934, margaret_sanger:1.70194686498",history
183515,this man 's opponent humorously promised to not exploit his youth and inexperience. nominated to the u.s. senate by karl rolvaag he claimed that both he and his opponent would raise taxes but only he was honest enough to admit so.,"grover_cleveland:0.0594977007698, adolf_hitler:0.0482418136711, walter_mondale:0.0407086261939, mao_zedong:0.024829464057, andrew_jackson:0.0244874383981, warren_g._harding:0.0221657039907, peace_of_westphalia:0.0210897558916, truman_doctrine:0.0142107461114, chiang_kai-shek:0.0141644335541, millard_fillmore:0.012434057765, tokugawa_ieyasu:0.0112539059087, spiro_agnew:0.0111741420059, porfirio_diaz:0.0101744833915, ronald_reagan:0.00941982003778, charles_martel:0.00930864414567, tecumseh:0.00912827357903, mark_antony:0.00912452928312, rough_riders:0.00898248522425, maria_theresa:0.00824691497376, darius_i:0.00804930926751",walter_mondale,1,"walter_mondale:6.48842946372, benjamin_harrison:3.02443635542, john_sherman:3.01289096421, rutherford_b._hayes:2.97896801681, william_mckinley:2.70911110146, grover_cleveland:2.64783932538, ronald_reagan:2.60152561558, james_k._polk:2.57059334839, john_adams:2.35609632533, john_tyler:2.35386227704, william_jennings_bryan:2.33083830159, pedro_alvares_cabral:2.33083830159, george_washington:2.15471895572, brian_mulroney:2.10694644537, pericles:2.06387704038, warren_g._harding:2.04522374981, chester_a._arthur:2.04471534813, huey_long:2.03420898591, james_g._blaine:1.99742786696, jimmy_carter:1.90310405253",history
183515,this man 's opponent humorously promised to not exploit his youth and inexperience. nominated to the u.s. senate by karl rolvaag he claimed that both he and his opponent would raise taxes but only he was honest enough to admit so. in the democratic primaries he attacked gary_hart with the phrase where 's the beef geraldine_ferraro ran with what former vp who lost the 1984 presidential election.,"walter_mondale:0.377201033516, grover_cleveland:0.0442659406613, ronald_reagan:0.0301959273176, hubert_humphrey:0.0187601649995, andrew_jackson:0.0161506398577, adolf_hitler:0.0153299508417, warren_g._harding:0.0129448994843, spiro_agnew:0.0125061447258, millard_fillmore:0.0110120037889, mao_zedong:0.0101204456314, earl_warren:0.0101195963066, darius_i:0.00970914256545, jimmy_carter:0.00937779248715, henry_cabot_lodge:0.00876186134006, barry_goldwater:0.00875427357573, charles_evans_hughes:0.00857483866666, free_soil_party:0.00699685273695, charles_de_gaulle:0.00673363809457, henry_cabot_lodge,_jr.:0.0066735441811, brian_mulroney:0.00654069948321",walter_mondale,2,"walter_mondale:8.15861766716, ronald_reagan:3.09054140392, jimmy_carter:2.59541356672, john_sherman:2.52640397948, hubert_humphrey:2.43235703481, benjamin_harrison:2.41387574038, brian_mulroney:2.38244518741, john_tyler:2.37978904371, grover_cleveland:2.34966823089, warren_g._harding:2.30509458328, adlai_stevenson_ii:2.29984537056, george_wallace:2.27207910741, william_jennings_bryan:2.17347301104, pedro_alvares_cabral:2.17347301104, james_k._polk:2.14352352131, rutherford_b._hayes:2.14284967725, william_mckinley:2.12283960277, barry_goldwater:2.07207464863, john_adams:2.01203734953, huey_long:1.9504806905",history
165912,in 1880 this man received a 10000-pound advance for endymion then the most ever paid for a novel.,"james_a._garfield:0.157353063781, alexander_ii_of_russia:0.0553882233471, john_hay:0.0324367151288, molly_maguires:0.0253855416182, john_sherman:0.0165127197667, emilio_aguinaldo:0.0139127793738, douglas_macarthur:0.0138134932446, babur:0.0136748527929, george_meade:0.0128746743924, battle_of_gettysburg:0.0114661722736, jefferson_davis:0.0113171308725, cultural_revolution:0.0110338311794, joseph_mccarthy:0.0103993506031, marco_polo:0.0102200212066, calvin_coolidge:0.0101763507415, war_of_the_pacific:0.00938010250638, martin_luther:0.00849163874109, whiskey_rebellion:0.00800752070816, william_tecumseh_sherman:0.00757243446418, napoleon_iii:0.00745411256263",benjamin_disraeli,0,"benjamin_disraeli:5.32332377832, charles_stewart_parnell:3.72280504892, william_ewart_gladstone:3.38333719758, james_a._garfield:2.90691155384, william_tecumseh_sherman:2.84917859818, ulysses_s._grant:2.40867989022, giuseppe_garibaldi:2.21062038794, william_mckinley:2.16304484658, hannibal:2.15966634798, edward_the_confessor:2.1315350241, paris_commune:2.1005851139, battle_of_chancellorsville:2.08995776611, war_of_the_pacific:2.05782243142, pancho_villa:2.04349087394, jacques_marquette:2.04349087394, first_battle_of_bull_run:1.99884485826, clayton_antitrust_act:1.99884485826, aaron_burr:1.89867534995, second_boer_war:1.73140287453, greenback_party:1.68808924651",history
165912,in 1880 this man received a 10000-pound advance for endymion then the most ever paid for a novel. that book was written after he became earl of beaconsfield and followed vivian gray and lothair.,"benjamin_disraeli:0.139117353222, john_sherman:0.035301105707, elizabeth_cady_stanton:0.0231444886658, james_a._garfield:0.0154298146854, marco_polo:0.0132072013077, alexander_ii_of_russia:0.0112113161967, martin_luther:0.0108501715031, harry_s._truman:0.00912773425928, winston_churchill:0.00910957100907, neville_chamberlain:0.00895233834079, molly_maguires:0.00858912345364, henry_cabot_lodge:0.00851369498413, otto_von_bismarck:0.0082847409055, samuel_adams:0.00820708235897, frederick_douglass:0.0079680759884, calvin_coolidge:0.00772361072809, seneca_falls_convention:0.00754056571358, napoleon_iii:0.00739826902601, john_hay:0.00736392886916, adolf_hitler:0.00689773540293",benjamin_disraeli,1,"benjamin_disraeli:8.41504514568, william_ewart_gladstone:3.59342018795, arthur_wellesley,_1st_duke_of_wellington:3.0069921874, gunpowder_plot:2.56442127345, edward_the_confessor:2.26111898891, william_tecumseh_sherman:2.2071333944, joseph_mccarthy:2.15879786365, ulysses_s._grant:2.0957678009, giuseppe_garibaldi:2.08733860022, charles_stewart_parnell:1.95934257312, david_lloyd_george:1.94247182494, wars_of_the_roses:1.83119883103, huey_long:1.82712300345, aaron_burr:1.69997101098, paris_commune:1.59807415912, brian_mulroney:1.56168420157, james_a._garfield:1.55080916558, battle_of_the_little_bighorn:1.54110771971, john_wilkes_booth:1.53148607467, peasants'_revolt:1.51098200089",history
165912,in 1880 this man received a 10000-pound advance for endymion then the most ever paid for a novel. that book was written after he became earl of beaconsfield and followed vivian gray and lothair. elected to parliament in 1837 he brought down robert_peel over the corn_laws and was chancellor three times before becoming prime minister.,"benjamin_disraeli:0.504966999019, william_ewart_gladstone:0.0300197906064, charles_stewart_parnell:0.0151624082121, maria_theresa:0.0117881508112, winston_churchill:0.0110779080212, neville_chamberlain:0.00988907509991, arthur_wellesley,_1st_duke_of_wellington:0.00812290864355, elizabeth_cady_stanton:0.00741785549296, john_hancock:0.00709513163894, alexander_ii_of_russia:0.00638613477411, muhammad_ali_jinnah:0.00612065471616, napoleon_iii:0.00572620808548, cecil_rhodes:0.00504929079209, seneca_falls_convention:0.00494120171115, samuel_adams:0.00467222441659, battle_of_plassey:0.00426287819608, alexander_h._stephens:0.00409977240717, war_of_the_spanish_succession:0.00407223567047, margaret_thatcher:0.00404859733953, cultural_revolution:0.00404305756236",benjamin_disraeli,2,"benjamin_disraeli:7.76272027413, william_ewart_gladstone:4.6293294349, arthur_wellesley,_1st_duke_of_wellington:3.87615030579, brian_mulroney:2.34842789194, david_lloyd_george:2.31281511023, winston_churchill:2.11036206546, margaret_thatcher:2.00962158718, charles_stewart_parnell:2.0085139676, neville_chamberlain:2.00827038544, robert_walpole:1.86021311357, napoleon_iii:1.85955714896, charles_de_gaulle:1.7828214934, konrad_adenauer:1.70493195152, otto_von_bismarck:1.6647382915, henry_vii_of_england:1.65260011979, adolf_hitler:1.63695460727, labour_party_(uk):1.60368070231, gunpowder_plot:1.60334789806, peasants'_revolt:1.59935205068, oliver_cromwell:1.59236089981",history
165912,in 1880 this man received a 10000-pound advance for endymion then the most ever paid for a novel. that book was written after he became earl of beaconsfield and followed vivian gray and lothair. elected to parliament in 1837 he brought down robert_peel over the corn_laws and was chancellor three times before becoming prime minister. name this conservative leader and enemy of william gladstone.,"benjamin_disraeli:0.606883229456, charles_stewart_parnell:0.038212153298, william_ewart_gladstone:0.0269367772377, neville_chamberlain:0.0111891065526, winston_churchill:0.00902835317386, muhammad_ali_jinnah:0.00638753797627, maria_theresa:0.00514652400812, cultural_revolution:0.00429175406228, elizabeth_cady_stanton:0.00416432064597, john_hancock:0.00403077381313, adolf_hitler:0.00401795869565, arthur_wellesley,_1st_duke_of_wellington:0.00391857040624, napoleon_iii:0.00387088010145, cecil_rhodes:0.0036017389448, marco_polo:0.00328756931645, paul_von_hindenburg:0.00326247842743, seneca_falls_convention:0.00317895032853, battle_of_tannenberg:0.0031444127706, battle_of_plassey:0.0031426884236, jameson_raid:0.00303277444157",benjamin_disraeli,3,"benjamin_disraeli:7.6589213716, william_ewart_gladstone:5.01722635387, arthur_wellesley,_1st_duke_of_wellington:3.71166567268, charles_stewart_parnell:2.82431516506, david_lloyd_george:2.62568657114, brian_mulroney:2.26318914858, margaret_thatcher:2.21343563124, winston_churchill:2.18123258885, labour_party_(uk):1.98766684479, napoleon_iii:1.96730105556, second_boer_war:1.94049784183, otto_von_bismarck:1.90049937583, neville_chamberlain:1.87922022655, robert_walpole:1.77780708659, charles_de_gaulle:1.73994476703, john_a._macdonald:1.70131404202, adolf_hitler:1.62278223466, ronald_reagan:1.60825414624, ulysses_s._grant:1.58816338917, konrad_adenauer:1.51974869074",history
